,symbol,lexpressionChangeLogFc,pValue,crResult,measurementMethod,measurementType,restrictionPercent,restrictionTime,age,organism,line,sex,tissue,experimentNumber,doi,expressionChangePercent,isoform
1934,Nsdhl,0.745,0.658,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1935,Cacnb4,0.418,0.987,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1936,Hhex,-0.444,0.967,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1937,Pzp,-3.734,0.759,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1938,Psmd5,0.311,0.93,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1939,Fbln5,-0.492,0.658,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1940,Itih3,-2.277,0.328,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1941,A430105I19Rik,-0.247,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1942,Defb48,1.719,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1943,Cpne2,-0.503,0.759,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1944,Fdft1,0.594,0.168,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1945,Acacb,1.127,0.617,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1946,Vgll3,-0.858,0.116,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1947,Arhgef2,-0.364,0.769,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1948,Hoxc4,-0.415,0.822,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1949,Prkcdbp,-0.476,0.7,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1950,Mpc1,1.307,0.157,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1951,D730048I06Rik,2.368,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1952,Fam26e,-0.583,0.828,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1953,Kng1,-2.683,0.953,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1954,9430020K01Rik,-0.325,0.945,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1955,Smoc2,-0.799,0.302,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1956,Acot1,1.03,0.709,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1957,Fabp5,1.206,0.403,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1958,Cdnf,0.479,0.894,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1959,Serpina1c,-3.967,0.69,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1960,Tmem179,1.397,0.181,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1961,Ros1,2.569,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1962,Rnase13,1.665,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1963,Heg1,-0.463,0.966,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1964,Slc2a13,-0.677,0.709,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1965,Grb14,-1.08,0.185,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1966,Slc27a1,0.893,0.668,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1967,Esyt1,-0.301,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1968,Slc25a16,0.343,0.734,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1969,Man1c1,-0.211,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1970,Ecm2,-0.478,0.781,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1971,Klhl13,-0.467,0.793,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1972,Ankrd27,-0.322,0.623,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1973,Abat,-0.339,0.987,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1974,Sbk1,1.049,0.168,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1975,Tuba1a,-0.769,0.354,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1976,Col8a1,-0.606,0.982,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1977,Gm17727,1.671,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1978,Antxr2,-0.375,0.953,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1979,Palm,-0.261,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1980,Gm13476,-0.578,0.658,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1981,Ppa2,0.241,0.97,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1982,Pdha1,0.915,0.326,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1983,Esr1,0.434,0.905,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1984,Glul,0.619,0.684,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1985,Srxn1,0.401,0.794,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1986,Arhgap23,-0.532,0.415,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1987,Rbms3,-0.481,0.398,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1988,L2hgdh,0.505,0.527,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1989,Unc79,-1.065,0.878,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1990,Xrra1,0.461,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1991,Fn1,-0.506,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1992,Scd3,0.538,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1993,Gm5177,0.682,0.658,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1994,AI182371,-2.568,0.16,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1995,Syngr1,1.149,0.061,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1996,C4b,-0.465,0.99,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1997,Sncg,-0.895,0.969,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1998,Vegfc,-0.561,0.794,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
1999,Sqle,0.896,0.623,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2000,2410066E13Rik,-0.594,0.667,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2001,Sh3pxd2a,-0.967,0.074,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2002,Col6a2,-0.622,0.804,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2003,Nxnl1,1.236,0.398,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2004,Ugt3a2,-2.026,0.617,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2005,Hsd17b13,-2.715,0.789,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2006,Pdhx,0.58,0.825,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2007,Aldh1a7,0.782,0.6,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2008,Ldlrad3,0.493,0.392,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2009,Fgfr1,-0.419,0.793,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2010,Il1rap,-0.526,0.804,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2011,Slc1a2,-1.77,0.658,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2012,Cox5a,0.49,0.617,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2013,Rtn4rl1,-0.297,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2014,Rhbdd2,0.281,0.947,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2015,Mxra8,-0.48,0.849,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2016,Map4,-0.364,0.833,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2017,F10,-1.906,0.247,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2018,St3gal6,0.522,0.987,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2019,Cox6c,0.298,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2020,Gsta4,0.531,0.6,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2021,Elk3,-0.346,0.936,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2022,Arrb1,-0.279,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2023,Ass1,-2.2,0.142,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2024,Uox,-2.567,0.833,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2025,Pcdh12,-0.841,0.424,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2026,1700047G03Rik,-0.78,0.953,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2027,Jup,-0.375,0.93,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2028,Slmo1,0.913,0.894,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2029,Serpina1a,-2.972,0.487,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2030,Gde1,0.655,0.333,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2031,Aacs,0.955,0.344,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2032,Lfng,-0.245,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2033,Spock1,2.406,0.987,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2034,Vtn,-1.582,0.089,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2035,Lcn10,2.338,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2036,Tat,-2.719,0.864,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2037,Ms4a1,-1.707,0.108,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2038,Ovch2,4.075,0.828,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2039,Gm4846,2.278,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2040,9230104L09Rik,2.098,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2041,Muc5b,0.648,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2042,Lyplal1,0.349,0.988,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2043,Mpc2,0.953,0.285,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2044,Serpinf1,-0.73,0.663,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2045,Cnksr2,0.915,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2046,Amotl2,-0.531,0.697,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2047,Pprc1,-0.458,0.759,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2048,Spag11b,2.321,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2049,Ephb2,-0.342,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2050,Pvr,-0.512,0.225,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2051,Tgfb1i1,-0.245,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2052,Il18r1,-0.305,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2053,Trpv2,-0.745,0.403,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2054,Sc4mol,0.439,0.967,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2055,Hpx,-2.795,0.76,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2056,Disp2,-1.187,0.397,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2057,Atp6v1g1,0.247,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2058,Arxes2,0.617,0.894,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2059,Sepn1,-0.293,0.994,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2060,Slc10a1,-2.416,0.663,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2061,Bhmt,-3.024,0.781,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2062,F5,-0.999,0.683,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2063,Prelp,-0.405,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2064,Myo1c,-0.392,0.966,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2065,Gpd2,0.886,0.527,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2066,Cyp2c44,-3.056,0.181,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2067,Itgbl1,-1.205,0.356,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2068,Tdo2,-2.249,0.285,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2069,Echdc1,0.847,0.617,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2070,Akap12,-0.544,0.42,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2071,Sec16b,-0.376,0.97,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2072,9230110F15Rik,2.653,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2073,Rps6ka3,-0.645,0.168,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2074,Acvrl1,-0.367,0.894,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2075,Dera,0.274,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2076,Cyp2d9,-3.741,0.436,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2077,Srpx2,-0.766,0.449,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2078,Acat2,1.177,0.142,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2079,Tkt,1.494,0.144,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2080,Egln3,0.881,0.323,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2081,S1pr3,-0.313,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2082,Atox1,0.257,0.976,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2083,Apoa2,-2.668,0.953,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2084,Map3k15,0.99,0.139,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2085,Clip2,-0.339,0.91,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2086,Fndc3b,-0.43,0.663,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2087,Lcat,-2.107,0.326,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2088,Acaca,1.416,0.326,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2089,Cisd1,0.578,0.617,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2090,Cadps2,0.746,0.759,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2091,Bace2,-0.191,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2092,Serpina1d,-2.923,0.894,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2093,Dbn1,-0.56,0.706,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2094,Ly6g5c,1.281,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2095,2010003K11Rik,1.203,0.398,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2096,Smo,-0.184,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2097,Mat1a,-2.088,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2098,Wdfy4,-0.508,0.953,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2099,Col6a5,-0.576,0.969,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2100,Arhgap20,-0.452,0.953,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2101,Hs3st3b1,0.258,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2102,Pmvk,0.801,0.683,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2103,Ttc25,1.797,0.108,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2104,Sypl,0.386,0.683,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2105,Acot13,0.488,0.484,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2106,Cd79a,-1.208,0.142,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2107,Ubxn2a,0.155,0.998,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2108,Daxx,-0.433,0.326,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2109,Defb47,2.903,0.987,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2110,Slc9a6,0.344,0.987,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2111,Hmgcs2,-0.506,0.97,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2112,Col15a1,-0.492,0.953,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2113,Vkorc1l1,0.275,0.967,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2114,Tmem120b,1.054,0.398,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2115,Vasp,-0.226,0.998,decrease,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2116,Nrg4,0.855,0.617,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
2117,Lrrc27,0.955,0.074,increase,RNAseq,mRNA,10,3_months,8_months,mouse,C57BL/6,male,fat,8,10.1093/gerona/glx101,,
