gene_symbol,reference,organism_name,organism_line_id,sex,change_value,p_value,sample,min_age_of_controls,min_age_of_experiment,mean_age_of_controls,mean_age_of_experiment,max_age_of_controls,max_age_of_experiment,age_units,change_type,n_of_controls,n_of_experiment,statistical_method,change_evaluation_by,measurement_method,comment,pmid
MMP16,10.1002/phy2.90,rat,F344,male,767.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,The age-related enhancement of the MMP16 gene expression was absent in the calorie-restricted animals.,n/a
MMP17,10.1002/phy2.90,rat,F344,male,89.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,n/a,n/a
MMP20,10.1002/phy2.90,rat,F344,male,789.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,The age-related enhancement of the MMP20 gene expression was absent in the calorie-restricted animals.,n/a
MMP25,10.1002/phy2.90,rat,F344,male,740.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,The age-related enhancement of the MMP14 gene expression was partially prevented by calorie restriction.,n/a
MMP7,10.1002/phy2.90,rat,F344,male,1329.0%,<0.05,kidney,n/a,n/a,4,16,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,n/a,n/a
MMP7,10.1002/phy2.90,rat,F344,male,4471.0%,<0.05,kidney,n/a,n/a,4,18,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,n/a,n/a
MMP7,10.1002/phy2.90,rat,F344,male,11812.0%,<0.05,kidney,n/a,n/a,4,20,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,n/a,n/a
MMP7,10.1002/phy2.90,rat,F344,male,16223.0%,<0.05,kidney,n/a,n/a,4,22,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,n/a,n/a
MMP7,10.1002/phy2.90,rat,F344,male,56959.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,The age-related enhancement of the MMP7 gene expression was absent in the calorie-restricted animals.,n/a
MMP9,10.1002/phy2.90,rat,F344,male,233.0%,<0.05,kidney,n/a,n/a,4,24,n/a,n/a,months,increased gene expression,n/a,n/a,two-tailed t-test,mRNA,qPCR,The age-related enhancement of the MMP9 gene expression was absent in the calorie-restricted animals.,n/a
AKT1S1,10.1002/cbf.3539,mouse,C57BL/6,female,47.04%,<0.01,cortical femur,n/a,n/a,6,24,n/a,n/a,months,decreased gene expression,3,3,two-tailed independent-sample t test,mRNA,qPCR,RNA was isolated from the cortical part of the mouse femur. The number of animals in each group (6 months versus 24 months) is unclear. For gene AKT1S1 showed a decrease in expression in the older group.,n/a
SOD1,10.1002/jcp.1041650316,human,n/a,all,142.0%,0.024,skin fibroblasts,"0,25",17,0,25,"0,42",33,years,increased protein activity,8,10,ANOVA,protein,SOD activity,"SOD-1 activity was both observed to be significantly higher in cell lines derived from from postnatal skin (ages 17-94 years), than in lines established fetal skin . Human skin fibroblast cultures established from skin samples obtained from fetal (12-20 week gestational age), young (17-33 years), and old donors (78-94 years) were obtained from the National Institute on Aging cell .",n/a
SOD1,10.1002/jcp.1041650316,human,n/a,all,230.0%,0.0009,skin fibroblasts,"0,25",78,0,86,"0,42",94,years,increased protein activity,8,11,ANOVA,protein,SOD activity,"CuZn-SOD activity is decreased in centenarians, probably because of reduced demand for the enzyme at lower metabolic rate and oxygen consumption. 41 centenarians aged between 100 and 105 years and 52 community control subjects aged between 60 and 79 years were investigated.",n/a
TOP1,10.1002/cne.20793,mouse,CD-1,male,34.0%,,cerebellum,n/a,n/a,1,12,n/a,n/a,months,reduced protein activity,5,5,n/a,protein,TOPO I assay,The unwinding of supercoiled DNA was used as a measure of protein activity.,n/a
TOP1,10.1002/cne.20793,mouse,CD-1,male,80.0%,,cortex,n/a,n/a,1,12,n/a,n/a,months,reduced protein activity,5,5,n/a,protein,TOPO I assay,The unwinding of supercoiled DNA was used as a measure of protein activity.,n/a
TOP1,10.1002/cne.20793,mouse,CD-1,male,27.0%,,hippocampus,n/a,n/a,1,12,n/a,n/a,months,reduced protein activity,5,5,n/a,protein,TOPO I assay,The unwinding of supercoiled DNA was used as a measure of protein activity.,n/a
TOP1,10.1002/cne.20793,mouse,CD-1,male,474.0%,,hypothalamus,n/a,n/a,1,12,n/a,n/a,months,increased protein activity,5,5,n/a,protein,TOPO I assay,The unwinding of supercoiled DNA was used as a measure of protein activity.,n/a
TOP1,10.1002/cne.20793,mouse,CD-1,male,41.0%,,striatum,n/a,n/a,1,12,n/a,n/a,months,reduced protein activity,5,5,n/a,protein,TOPO I assay,The unwinding of supercoiled DNA was used as a measure of protein activity.,n/a
TOP1,10.1002/cne.20793,mouse,CD-1,female,96.0%,,hippocampus,n/a,n/a,1,12,n/a,n/a,months,reduced protein activity,5,5,n/a,protein,TOPO I assay,The unwinding of supercoiled DNA was used as a measure of protein activity.,n/a
TOP1,10.1002/cne.20793,mouse,CD-1,female,43.0%,,hypothalamus,n/a,n/a,1,12,n/a,n/a,months,increased protein activity,5,5,n/a,protein,TOPO I assay,The unwinding of supercoiled DNA was used as a measure of protein activity.,n/a
GCLM,10.1002/jnr.10217,rat,F344,male,55.0%,<0.05,cerebellum,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,5,5,ANOVA,protein,western blot,"The expression of the regulatory subunit of gamma-glutamylcysteine synthetase (GCS), the rate-limiting enzyme in de novo GSH synthesis, decreases with age in cerebellum, cerebral cortex, and hippocampus of Fisher 344 rats. This was accompanied by a decline in GCS activity and GSH content. The results showed that there was no significant difference among the three age groups in the amount of GCS catalytic subunit in hippocampus, cerebral cortex, or cerebellum.",n/a
GCLM,10.1002/jnr.10217,rat,F344,male,63.0%,<0.05,cortex,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,5,5,ANOVA,protein,western blot,n/a,n/a
GCLM,10.1002/jnr.10217,rat,F344,male,25.0%,<0.05,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,5,5,ANOVA,protein,western blot,n/a,n/a
CYC1,10.1006/jmcc.2000.1273,rat,F344,all,50.0%,ns,heart,n/a,n/a,6,24,n/a,n/a,months,reduced protein activity,6,6,ANOVA,protein,western blot,"Complex III activity measured in interfibrillar population of cardiac mitochondria (IFM), from aging hearts was decreased by 49% compared to IFM from adults. The study was carried on 6 adults (6 months) and 6 old (24 months) animals.",n/a
BAD,10.1007/s11064-011-0558-3,rat,Sprague Dawley,male,89.0%,<0.05,substantia nigra,4,24,n/a,n/a,5,n/a,months,increased gene expression,8,6,ANOVA,protein,western blot,"Old rats were >=24 months, samples —substantia nigra compacta",n/a
KL,10.1007/s11357-010-9176-2,rat,F344,male,40.0%,<0.05,renal medulla,n/a,n/a,10,27,n/a,n/a,months,decreased gene expression,10,11,ANOVA,protein,western blot,Gene expression in young and old rats without cognitive impairment. Gene expression changes were more pronounced in aged rats with cognitive impairments.,n/a
KL,10.1007/s11357-010-9176-2,rat,F344,male,30.0%,<0.05,renal cortex,n/a,n/a,10,27,n/a,n/a,months,decreased gene expression,10,11,ANOVA,protein,western blot,Gene expression in young and old rats without cognitive impairment. Gene expression changes were more pronounced in aged rats with cognitive impairments.,n/a
GCLC,10.1016/s0891-5849(99)00269-5,rat,F344,all,74.0%,<0.05,kidney,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,"The amounts of both GCS subunit proteins were significantly decreased with increased age in kidney (66 and 74% decrease in GCS-HS in 12- and 24-month old rats respectively, compared to 3-month old rats),",n/a
GCLC,10.1016/s0891-5849(99)00269-5,rat,F344,all,31.0%,<0.05,liver,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,The amounts of both GCS subunit proteins were significantly decreased with increased age in liver (31% decrease in GCS-HS in 24-month old rats compared to 3-month old rats).,n/a
GCLC,10.1016/s0891-5849(99)00269-5,rat,F344,all,31.0%,<0.05,lung,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,The amounts of both GCS subunit proteins were significantly decreased with increased age in lung (31% decrease in GCS-HS in 24 month old rats compared with 3 month old rats).,n/a
GCLC,10.1016/s0891-5849(99)00269-5,rat,F344,all,66.0%,<0.05,kidney,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,"The amounts of both GCS subunit proteins were significantly decreased with increased age in kidney (66 and 74% decrease in GCS-HS in 12- and 24-month old rats respectively, compared to 3-month old rats).",n/a
GCLM,10.1016/s0891-5849(99)00269-5,rat,F344,all,72.0%,<0.05,kidney,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,"The amounts of both GCS subunit proteins were significantly decreased with increased age in kidney (85 and 72% decrease in GCS-LS, in 12- and 24-month old rats, respectively, compared to 3-month old rats).",n/a
GCLM,10.1016/s0891-5849(99)00269-5,rat,F344,all,69.0%,<0.05,liver,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,The amounts of both GCS subunit proteins were significantly decreased with increased age in liver (69% decrease in GCS-LS in 24-month old rats compared to 3-month old rats).,n/a
GCLM,10.1016/s0891-5849(99)00269-5,rat,F344,all,69.0%,<0.05,lung,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,"The amounts of both GCS subunit proteins were significantly decreased with increased age in lung (27 and 69% decrease in GCS-LS in 12- and 24- month old rats, respectively, compared with 3 month old rats).",n/a
GCLM,10.1016/s0891-5849(99)00269-5,rat,F344,all,85.0%,<0.05,kidney,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,ANOVA,protein,western blot,"The amounts of both GCS subunit proteins were significantly decreased with increased age in kidney (85 and 72% decrease in GCS-LS, in 12- and 24-month old rats, respectively, compared to 3-month old rats).",n/a
GCLM,10.1016/s0891-5849(99)00269-5,rat,F344,all,27.0%,<0.05,lung,n/a,n/a,3,12,n/a,n/a,months,increased gene expression,n/a,n/a,ANOVA,protein,western blot,"The amounts of both GCS subunit proteins were significantly decreased with increased age in lung (27 and 69% decrease in GCS-LS in 12- and 24- month old rats, respectively, compared with 3 month old rats).",n/a
HSPD1,10.1007/s10522-005-4906-z,rat,Sprague Dawley,male,35.0%,0.007,left ventricle,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,"ANOVA, Fisher's test",protein,western blot,Two different caloric restriction regimens counteract in part the decrease in the levels of Hsp expression in the aged heart tissue,n/a
HSPD1,10.1007/s10522-005-4906-z,rat,Sprague Dawley,male,69.5%,0.0001,right atrium,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,"ANOVA, Fisher's test",protein,western blot,Two different caloric restriction regimens counteract in part the decrease in the levels of Hsp expression in the aged heart tissue,n/a
FOXO1,10.1007/s10522-007-9114-6,rat,F344,male,n/a,<0.001,kidney,n/a,n/a,6,24,n/a,n/a,months,alteration of protein localization,3,3,"ANOVA, Fisher's test",protein,western blot,"In response to insulin or growth factors, for instance, FOXO proteins are phosphorylated by protein kinase B (PKB, also known as Akt), which results in the translocation of FOXO from the nucleus into the cytoplasm. Phosphorylation of FOXO1 was significantly increased in old rats. The FOXO1 level decreased in the nucleus by 80% and increased in the cytosol by 95% in old rats compared to young ones. The level of phosphorylated FOXO1 (Tre24) increased by 140%, the level of f-FOXO1 (Ser256) - by 120% in the cytosol in 24 months of rats. The level of f-FOXO1 (Tre24) increased by 106%, f-FOXO1 (Ser256) - by 244%.",n/a
RELA,10.1007/s11357-011-9207-7,rat,F344,male,25.0%,<0.01,kidney,n/a,n/a,6,24,n/a,n/a,months,increased level of activated protein,3,3,"ANOVA, FIsher's test",protein,western blot,Ser 536 phosphorylation levels of p65 were increased with aging.,n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,16.3%,<0.05,lymphocytes,30,40,36,46,40,50,years,decreased gene expression,36,33,"ANOVA, post hoc test",protein,western blot,Western blotting.,n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,30.0%,<0.05,lymphocytes,30,50,36,55,40,60,years,decreased gene expression,36,40,"ANOVA, post hoc test",protein,western blot,Western blotting.,n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,35.0%,<0.05,lymphocytes,30,60,36,64,40,70,years,decreased gene expression,36,35,"ANOVA, post hoc test",protein,western blot,Western blotting.,n/a
POLD1,10.1007/s11010-012-1432-6,human,n/a,all,81.4%,<0.001,lymphocytes,30,70,36,79,40,n/a,years,decreased gene expression,36,29,"ANOVA, post hoc test",protein,western blot,Western blotting.,n/a
SIRT7,10.1002/pmic.201400001,rat,wild type,all,43.0%,<0.01,liver,n/a,n/a,6,24,n/a,n/a,months,decreased gene expression,n/a,n/a,Fisher's exact test,protein,western blot,n/a,n/a
COL2A1,10.1007/s004410050857,pig,domestic pig,all,250.0%,,cartilage,n/a,n/a,1,3,n/a,n/a,years,increased gene expression,12,12,Kruskal-Wallis test,protein,western blot,The type II collagen level was estimated in the porcine mandibular condylar cartilage.,n/a
HTRA2,10.1007/s11357-012-9406-x,rat,Sprague Dawley,male,150.0%,<0.01,heart,6,20,7,22,8,24,months,increased gene expression,10,10,Kruskal-Wallis test,protein,western blot,n/a,n/a
KL,10.1002/glia.20593,mouse,B6D2F1,female,26.0%,ns,brain,n/a,n/a,12,18,n/a,n/a,months,decreased gene expression,3,3,linear regression,protein,western blot,130-kDa isoform.,n/a
KL,10.1002/glia.20593,mouse,B6D2F1,female,66.0%,<0.025,brain,n/a,n/a,12,24,n/a,n/a,months,decreased gene expression,3,3,linear regression,protein,western blot,130-kDa isoform.,n/a
KL,10.1002/glia.20593,mouse,B6D2F1,female,23.0%,ns,brain,n/a,n/a,12,18,n/a,n/a,months,decreased gene expression,3,3,linear regression,protein,western blot,65-kDa isoform.,n/a
KL,10.1002/glia.20593,mouse,B6D2F1,female,64.0%,<0.05,brain,n/a,n/a,12,24,n/a,n/a,months,decreased gene expression,3,3,linear regression,protein,western blot,65-kDa isoform.,n/a
KL,10.1002/glia.20593,mouse,B6D2F1,female,30.0%,ns,brain,n/a,n/a,4,12,n/a,n/a,months,increased gene expression,3,3,linear regression,protein,western blot,130-kDa isoform.,n/a
KL,10.1002/glia.20593,mouse,B6D2F1,female,44.0%,ns,brain,n/a,n/a,4,12,n/a,n/a,months,increased gene expression,3,3,linear regression,protein,western blot,65-kDa isoform.,n/a
KL,10.1002/glia.20593,rhesus monkey,Macaca mulatta,male,40.0%,0.007,white matter,4,20,5,25,7,n/a,years,decreased gene expression,4,4,linear regression,protein,western blot,Only a 130-kDa isoform was detected in monkey tissue.,n/a
SOD1,10.1002/jcp.1041650316,human,n/a,all,990.0%,0.0007,skin fibroblasts,"0,25",17,0,25,"0,42",33,years,increased gene expression,8,10,Mann-Whitney test,protein,western blot,n/a,n/a
SOD1,10.1002/jcp.1041650316,human,n/a,all,700.0%,0.0006,skin fibroblasts,"0,25",78,0,86,"0,42",94,years,increased gene expression,8,11,Mann-Whitney test,protein,western blot,"CuZn-SOD activity is decreased in centenarians, probably because of reduced demand for the enzyme at lower metabolic rate and oxygen consumption. 41 centenarians aged between 100 and 105 years and 52 community control subjects aged between 60 and 79 years were investigated.",n/a
BAD,10.1006/bbrc.1998.9577,rat,Wistar,male,100.0%,,brain,n/a,n/a,0,24,n/a,n/a,months,decreased gene expression,6,6,n/a,protein,western blot,"The protein level of Bad was highest at E19, decreasing gradually after birth until 2 weeks, and abruptly decreasing at 4 weeks. Sample = brain cortex",n/a
SIRT2,10.3389/fncel.2015.00167,rat,Wistar,female,87.5%,<0.01,occipital lobe,n/a,n/a,3,12,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT2,10.3389/fncel.2015.00167,rat,Wistar,female,124.0%,<0.01,occipital lobe,n/a,n/a,3,24,n/a,n/a,months,increased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,2.0%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,40.0%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,15.0%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT3,10.3389/fncel.2015.00167,rat,Wistar,female,39.0%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,22.0%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,47.0%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,2.0%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT4,10.3389/fncel.2015.00167,rat,Wistar,female,30.0%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,22.0%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,41.0%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,30.9%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT5,10.3389/fncel.2015.00167,rat,Wistar,female,50.0%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,22.0%,<0.01,frontal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,38.0%,<0.01,frontal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,18.0%,<0.01,temporal lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,39.0%,<0.01,temporal lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,20.4%,<0.01,occipital lobe,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,37.8%,<0.01,occipital lobe,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,20.0%,<0.01,hippocampus,n/a,n/a,3,12,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT6,10.3389/fncel.2015.00167,rat,Wistar,female,40.0%,<0.01,hippocampus,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,n/a,n/a,n/a,protein,western blot,n/a,n/a
SIRT3,10.1002/art.39618,rat,F344xBN,male,77.0%,"0,006",cartilage,n/a,n/a,10,30,n/a,n/a,months,decreased gene expression,4,4,ANOVA,protein,western blot,n/a,n/a
EEF2,10.1002/jcb.25624,rat,Wistar,male,53.1%,<0.001,pineal gland,n/a,n/a,3,24,n/a,n/a,months,decreased gene expression,5,5,"ANOVA, Tukey's test",protein,western blot,Aging produced a significant decrease in total levels of eEF2,n/a
BAD,10.1002/cyto.a.20310,mouse,BALB/c,female,50.0%,<0.001,spleen,2,15,n/a,n/a,4,21,months,decreased level of inactivated protein,4,4,Student t-test,protein,western blot,"B-cells were isolated from spleen and studied. Expression of native BAD increased during aging (15% female), but phosphorylated BAD decreased (2 times). BAD, a proapoptotic member of Bcl-2 family was found inactivated by phosphorylation on serine residues in healthy cells. Phosphorylation (serine residues) of BAD protects cells from the deleterious effects of apoptotic stimuli and attenuates death pathway.",n/a
BAD,10.1002/cyto.a.20310,mouse,BALB/c,female,15.0%,<0.001,spleen,2,15,n/a,n/a,4,21,months,increased gene expression,4,4,Student t-test,protein,western blot,"B-cells were isolated from spleen and studied. Expression of native BAD increased during aging (15% female), but phosphorylated BAD decreased (2 times).",n/a
CREB1,10.1002/hipo.20099,rat,Wistar,male,n/a,<0.001,hippocampus,n/a,n/a,5,30,n/a,n/a,months,increased level of activated protein,4,4,Student t-test,protein,western blot,the ratio P-CREB/total-CREB was approximately doubled in the hippocampus of aged rats (increased for 90%),n/a
GCLC,10.1002/jcp.20496,rat,F344,male,38.0%,0.03,aorta,n/a,n/a,6,24,n/a,n/a,months,increased gene expression,4,4,Student t-test,protein,western blot,n/a,n/a
CYBB,10.1007/s00395-015-0506-5,mouse,C57BL/6,male,57.0%,<0.05,ventricles,2,24,3,25,4,26,months,increased gene expression,4-5,4-5,Student t-test,protein,western blot,n/a,n/a
UCP3,10.1007/s00424-003-1044-9,human,n/a,male,145.0%,0.09,muscle,22,61,25,75,31,86,years,increased gene expression,8,7,Student t-test,protein,western blot,In muscle biopsy samples of old male subjects [75 (range 61-86) years] UCP3 protein tended to be elevated (P=0.09) compared to group of eight young male subjects [25 (22-31) years].,n/a
TGM2,10.1007/s00726-016-2295-z,rat,F344,male,52.0%,0.02,heart,n/a,n/a,6,18,n/a,n/a,months,increased gene expression,8,8,Student t-test,protein,western blot,n/a,27438265
ACOX1,10.1007/s10072-013-1509-3,rat,Sprague Dawley,male,32.0%,<0.05,liver,n/a,n/a,3,22,n/a,n/a,months,decreased gene expression,4,4,Student t-test,protein,western blot,Western blotting. P<0.05.,n/a
PPARA,10.1007/s11064-005-8341-y,rat,F344,female,48.0%,<0.05,spleen,n/a,n/a,3,18,n/a,n/a,months,decreased gene expression,4-6,4-6,Student t-test,protein,western blot,Method — Western Blot.,n/a
NRIP1,10.1007/s11357-008-9062-3,mouse,AKR,male,60.0%,<0.05,liver,20,60,25,65,30,70,weeks,decreased gene expression,n/a,n/a,Student t-test,protein,western blot,n/a,n/a
NRIP1,10.1007/s11357-008-9062-3,mouse,AKR,male,58.0%,<0.05,kidney,20,60,25,65,30,70,weeks,decreased gene expression,n/a,n/a,Student t-test,protein,western blot,n/a,n/a
NRIP1,10.1007/s11357-008-9062-3,mouse,AKR,male,325.0%,<0.05,adipose tissue,20,60,25,65,30,70,weeks,increased gene expression,n/a,n/a,Student t-test,protein,western blot,n/a,n/a
NGF,10.1007/s11357-011-9262-0,rat,Sprague Dawley,male,65.0%,<0.05,left ventricle,"0,4",6,0.5,7,"0,6",8,weeks,decreased gene expression,3,3,Student t-test,protein,western blot,n/a,n/a
NGF,10.1007/s11357-011-9262-0,rat,Sprague Dawley,male,150.0%,<0.05,left ventricle,6,80,7,88,8,96,weeks,increased gene expression,3,3,Student t-test,protein,western blot,n/a,n/a
NGF,10.1007/s11357-011-9262-0,rat,Sprague Dawley,male,50.0%,<0.05,left atrium,"0,4",6,0.5,7,"0,6",8,weeks,increased gene expression,3,3,Student t-test,protein,western blot,n/a,n/a
NGF,10.1007/s11357-011-9262-0,rat,Sprague Dawley,male,113.0%,<0.05,left atrium,6,80,7,88,8,96,weeks,increased gene expression,3,3,Student t-test,protein,western blot,n/a,n/a
MSRA,10.1007/s11357-011-9268-7,rat,Wistar,female,69.0%,<0.05,liver,n/a,n/a,2,24,n/a,n/a,months,decreased gene expression,15,17,Student t-test,protein,western blot,n/a,n/a
MSRA,10.1007/s11357-011-9268-7,rat,Wistar,female,55.0%,<0.05,spleen,n/a,n/a,2,24,n/a,n/a,months,decreased gene expression,15,17,Student t-test,protein,western blot,n/a,n/a
KL,10.1007/s11357-011-9315-4,rhesus monkey,Macaca mulatta,all,20.0%,<0.05,white matter,"3,8",20,"7,68","24,35",15,"30,2",years,decreased gene expression,5,8,Student t-test,protein,western blot,"Changes in KL gene expression with age may, at least in part, be the result of epigenetic changes to the 5′ regulatory region.",n/a
BIRC5,10.1007/s11357-011-9378-2,mouse,C57BL/6J,female,350.0%,,heart,n/a,n/a,1,6,n/a,n/a,months,increased gene expression,3,3,Student t-test,protein,western blot,"The levels of survivin were higher in aged heart, liver, and lung mice tissues as compared to their levels in the same tissues extracted from young mice.",n/a
BIRC5,10.1007/s11357-011-9378-2,mouse,C57BL/6J,female,250.0%,,liver,n/a,n/a,1,6,n/a,n/a,months,increased gene expression,3,3,Student t-test,protein,western blot,"The levels of survivin were higher in aged heart, liver, and lung mice tissues as compared to their levels in the same tissues extracted from young mice.",n/a
BIRC5,10.1007/s11357-011-9378-2,mouse,C57BL/6J,female,200.0%,,lung,n/a,n/a,1,6,n/a,n/a,months,increased gene expression,3,3,Student t-test,protein,western blot,"The levels of survivin were higher in aged heart, liver, and lung mice tissues as compared to their levels in the same tissues extracted from young mice.",n/a
MAPK14,10.1002/dmrr.932,rat,F344xBN,all,160.0%,<0.05,muscle soleus,n/a,n/a,6,33,n/a,n/a,months,increased protein activity,n/a,n/a,Tukey-Kramer method,protein,western blot,The protein MAPK14 phosphorylation level was estimated.,n/a
