gene_id,gene_symbol,gene_name,organism,p_value,sample,change_type,change_evaluation_by,sex,measurement_method,statistical_method,age_units,min_age_of_controls,max_age_of_controls,min_age_of_experiment,max_age_of_experiment,n_of_controls,n_of_experiment,reference,fc,log_fc,change_value,q-value
AW592266,MYBL1,v-myb myeloblastosis viral oncogene homolog (avian)-like 1,human,"0,01309206359",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,09",,108,
NM_002467,MYC,v-myc myelocytomatosis viral oncogene homolog (avian),human,"0,0005494981199",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,68",,"-40,47619048",
NM_004999,MYO6,myosin VI,human,"0,004485972088",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"3,79",,279,
NM_021963,NAP1L2,nucleosome assembly protein 1-like 2,human,"0,0001555780022",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,79",,79,
NM_002485,NBN,Nijmegen breakage syndrome 1 (nibrin),human,"0,009571857735",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,67",,67,
NM_000631,NCF4,"neutrophil cytosolic factor 4, 40kDa",human,"0,006674205454",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,63",,163,
NM_006153,NCK1,NCK adaptor protein 1,human,"0,004667320932",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,92",,"-47,91666667",
NM_006540,NCOA2,nuclear receptor coactivator 2,human,"0,01278589152",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,23",,"-55,15695067",
AI438999,NCOA3,nuclear receptor coactivator 3,human,"0,002739133319",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,77",,"-43,50282486",
NM_030571,NDFIP1,Nedd4 family interacting protein 1,human,"0,01472223526",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,54",,"-35,06493506",
BC005270,NDUFS4,"NADH dehydrogenase (ubiquinone) Fe-S protein 4, 18kDa (NADH-coenzyme Q reductase)",human,"0,004535665101",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,53",,"-34,64052288",
NM_004552,NDUFS5,"NADH dehydrogenase (ubiquinone) Fe-S protein 5, 15kDa (NADH-coenzyme Q reductase)",human,"0,00452390864",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,54",,"-35,06493506",
AB039947,NECAB3,"amyloid beta (A4) precursor protein-binding, family A, member 2 binding protein",human,"0,01578327872",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,54",,54,
D42055,NEDD4,"neural precursor cell expressed, developmentally down-regulated 4",human,"0,01571706416",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,26",,"-55,75221239",
BE792298,NEK9,NIMA (never in mitosis gene a)- related kinase 9,human,"0,0245738446",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,8",,"-44,44444444",
NM_006159,NELL2,NEL-like 2 (chicken),human,"0,008567231075",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,71",,"-41,52046784",
NM_000267,NF1,"neurofibromin 1 (neurofibromatosis, von Recklinghausen disease, Watson disease)",human,"0,01759573951",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,15",,"-53,48837209",
NM_002504,NFX1,"nuclear transcription factor, X-box binding 1",human,"0,01207638831",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,63",,"-38,65030675",
NM_002505,NFYA,"nuclear transcription factor Y, alpha",human,"0,01790487527",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,67",,"-40,11976048",
NM_006166,NFYB,"nuclear transcription factor Y, beta",human,"0,001886870808",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,64",,"-39,02439024",
U62296,NFYC,"nuclear transcription factor Y, gamma",human,"0,00652817137",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,67",,"-40,11976048",
NM_014380,NGFRAP1,nerve growth factor receptor (TNFRSF16) associated protein 1,human,"0,006281689744",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,3",,"-56,52173913",
AF247704,NKX31,"NK3 transcription factor related, locus 1 (Drosophila)",human,"0,002301436175",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,75",,75,
AF229062,NLRP1,"NACHT, leucine rich repeat and PYD containing 1",human,"0,02122454526",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,56",,"-35,8974359",
NM_000269,NME1,"non-metastatic cells 1, protein (NM23A) expressed in",human,"0,004637040675",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,75",,75,
NM_012343,NNT,nicotinamide nucleotide transhydrogenase,human,"0,008876354364",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,86",,"-46,23655914",
AF326966,NPAC,cytokine-like nuclear factor n-pac,human,"0,02573378976",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,60",,"-37,5",
NM_003298,NR2C2,"nuclear receptor subfamily 2, group C, member 2",human,"0,0002787688543",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,49",,"-59,83935743",
NM_002135,NR4A1,"nuclear receptor subfamily 4, group A, member 1",human,"0,01746209073",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,69",,169,
NM_006186,NR4A2,"nuclear receptor subfamily 4, group A, member 2",human,"0,000927234066",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"5,8",,480,
NM_005010,NRCAM,neuronal cell adhesion molecule,human,"1,89E-05",CD8+ T cells,decreased gene expression,mRNA,both,"microarray, qPCR",Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"5,97",,"-83,24958124",
NM_007006,NUDT21,"cleavage and polyadenylation specific factor 5, 25 kDa",human,"0,0002778958348",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,93",,"-48,1865285",
NM_019094,NUDT4,nudix (nucleoside diphosphate linked moiety X)-type motif 4,human,"0,00796219927",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,92",,"-47,91666667",
AI337584,NUMA1,nuclear mitotic apparatus protein 1,human,"0,0002412696341",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,84",,"-45,65217391",
AW131863,NUP188,KIAA0169,human,"0,0003773347009",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,55",,55,
NM_007172,NUP50,nucleoporin 50kDa,human,"0,001485183405",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,46",,"-59,3495935",
NM_005387,NUP98,nucleoporin 98kDa,human,"4,51E-05",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,2,,-50,
NM_002535,OAS2,"2-5-oligoadenylate synthetase 2, 69/71kDa",human,"0,008698347714",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,54",,"-35,06493506",
BF001665,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase (UDP-N-acetylglucosamine:polypeptide-N-acetylglucosaminyl transferase),human,"0,002099559766",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,9",,"-47,36842105",
NM_014322,OPN3,"opsin 3 (encephalopsin, panopsin)",human,"0,001111477639",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,86",,"-46,23655914",
AF081459,ORC5L,"origin recognition complex, subunit 5-like (yeast)",human,"0,01040457546",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,96",,"-48,97959184",
AY008372,OSBPL3,oxysterol binding protein-like 3,human,"0,001349446404",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"3,41",,241,
U49396,P2RX5,"purinergic receptor P2X, ligand-gated ion channel, 5",human,"0,0127822668",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,51",,51,
NM_014879,P2RY14,G protein-coupled receptor 105,human,"0,02600562396",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,16",,116,
NM_005767,P2RY5,"purinergic receptor P2Y, G-protein coupled, 5",human,"6,36E-06",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"3,4",,240,
L13387,PAFAH1B1,"platelet-activating factor acetylhydrolase, isoform Ib, alpha subunit 45kDa",human,"0,02221753378",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,69",,"-40,82840237",
BC005295,PAIP1,poly(A) binding protein interacting protein 1,human,"0,0002568304913",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,79",,"-44,13407821",
NM_017906,PAK1IP1,PAK1 interacting protein 1,human,"0,0006963744801",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,6",,60,
NM_000919,PAM,peptidylglycine alpha-amidating monooxygenase,human,"0,001868694012",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,01",,100,
NM_018216,PANK4,pantothenate kinase 4,human,"0,001028089948",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,54",,"-35,06493506",
BC000927,PAPOLA,poly(A) polymerase alpha,human,"0,002434912141",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,77",,"-43,50282486",
AF033026,PAPSS1,3-phosphoadenosine 5-phosphosulfate synthase 1,human,"0,00977966498",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,52",,52,
AF254083,PATZ1,zinc finger protein 278,human,"0,0008155911557",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,63",,"-38,65030675",
NM_020524,PBXIP1,pre-B-cell leukemia transcription factor interacting protein 1,human,"0,007368576091",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,74",,"-42,52873563",
D25547,PCMT1,protein-L-isoaspartate (D-aspartate) O-methyltransferase,human,"0,01160299809",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,70",,"-41,17647059",
NM_014456,PDCD4,programmed cell death 4 (neoplastic transformation inhibitor),human,"0,01112404652",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,9",,"-47,36842105",
NM_000922,PDE3B,"phosphodiesterase 3B, cGMP-inhibited /// phosphodiesterase 3B, cGMP-inhibited",human,"7,77E-06",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,67",,"-62,54681648",
AF012074,PDE4D,"phosphodiesterase 4D, cAMP-specific (phosphodiesterase E3 dunce homolog, Drosophila)",human,"0,004301970126",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"3,89",,"-74,29305913",
AK001619,PDE4DIP,phosphodiesterase 4D interacting protein (myomegalin),human,"0,01603153879",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,78",,78,
NM_002606,PDE9A,phosphodiesterase 9A,human,"0,0004029457896",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"3,33",,"-69,96996997",
NM_002610,PDK1,"pyruvate dehydrogenase kinase, isoenzyme 1",human,"3,13E-05",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"4,06",,"-75,36945813",
NM_005391,PDK3,"pyruvate dehydrogenase kinase, isoenzyme 3",human,"0,004460144949",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,72",,"-41,86046512",
AW991219,PDS5A,KIAA0648 protein,human,"0,02485456691",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,60",,"-37,5",
M37780,PECAM1,platelet/endothelial cell adhesion molecule (CD31 antigen),human,"0,004088251622",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"3,74",,"-73,26203209",
AI718295,PFDN4,prefoldin 4,human,"0,007907934939",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,56",,"-35,8974359",
S81916,PGK1,phosphoglycerate kinase 1,human,"0,004006288608",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,73",,"-42,19653179",
NM_007350,PHLDA1,"pleckstrin homology-like domain, family A, member 1",human,"0,005163105529",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"4,63",,363,
AL136883,PHTF2,putative homeodomain transcription factor 2,human,"0,001626448137",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,58",,58,
AF022913,PIGK,"phosphatidylinositol glycan, class K",human,"0,02289389514",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,82",,"-45,05494505",
AB035745,PIGP,Down syndrome critical region gene 5,human,"0,001127911992",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,55",,"-35,48387097",
NM_002655,PLAG1,pleiomorphic adenoma gene 1,human,"1,75E-06",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,91",,"-65,63573883",
NM_002656,PLAGL1,pleiomorphic adenoma gene-like 1,human,"0,001503948034",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,62",,162,
NM_006226,PLCL1,phospholipase C-like 1,human,"0,004548748548",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,17",,"-53,91705069",
AK023546,PLCL2,phospholipase C-like 2,human,"0,01222828111",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,52",,"-60,31746032",
AI433595,PLEK,pleckstrin,human,"0,001975893578",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,19",,119,
AF035307,PLXNC1,plexin C1,human,"1,11E-05",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"2,26",,125,
NM_021127,PMAIP1,phorbol-12-myristate-13-acetate-induced protein 1,human,"0,02477994993",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,96",,96,
NM_007254,PNKP,polynucleotide kinase 3-phosphatase,human,"0,005472163584",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,84",,84,
NM_006702,PNPLA6,neuropathy target esterase,human,"0,01845387442",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,76",,76,
NM_021173,POLD4,"polymerase (DNA-directed), delta 4",human,"0,001831704448",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,64",,"-39,02439024",
AW402635,POLR2J2,Homo sapiens mRNA; cDNA DKFZp686J18198 (from clone DKFZp686J18198),human,"0,02739819697",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,60",,"-37,5",
NM_016310,POLR3K,"polymerase (RNA) III (DNA directed) polypeptide K, 12.3 kDa",human,"0,004927476984",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,51",,"-33,77483444",
NM_015918,POP5,RNase MRP/RNase P protein-like,human,"0,001406785092",CD8+ T cells,increased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,6",,60,
AJ271832,PPM1B,"protein phosphatase 1B (formerly 2C), magnesium-dependent, beta isoform",human,"0,005267741936",CD8+ T cells,decreased gene expression,mRNA,both,microarray,Student t-test,Years,23,27,65,81,5,4,10.1111/j.1474-9726.2009.00534.x,"1,52",,"-34,21052632",
